ID,Name,Grad,Schule,Unterschule,Kategorie,Beschreibung,Alchemist,Antipaladin,Barde,Druide,Hexe,Hexenmeister,Inquisitor,Kampfmagus,Magier,Kleriker,Mystiker,Paktmagier,Paladin,Waldläufer,Blutwüter,Schamane,Jäger,Regelwerk,Seite
7652,"<a href=""http://prd.5footstep.de/Permalink?page_id=7652"" target=""_blank"">Schattige Zuflucht</a>",Hexenmeister/Magier 4,Verwandlung,,,"Funktioniert wie Seiltrick, außer das der Eingang durch ein 1,5m Feld statt einem Seil erfolgt.",,,,,,4,,,4,,,,,,,,,Ausbauregeln III: Völker,101
7677,"<a href=""http://prd.5footstep.de/Permalink?page_id=7677"" target=""_blank"">Chamäleon</a>","Hexe 1,Schamane 1,Druide 1,Jäger 1,Alchemist 1,Waldläufer 1,Kampfmagus 1",Illusion,Fehlgefühl,,"Du greifst auf deine elfische Verbindung zur Wildnis zurück, um dich und deine Ausrüstung farblich der Umgebung anzupassen.",1,,,1,1,,,1,,,,,,1,,1,1,Ausbauregeln III: Völker,19
7682,"<a href=""http://prd.5footstep.de/Permalink?page_id=7682"" target=""_blank"">Gewispertes Wissen</a>","Kleriker 1,Druide 1,Waldläufer 1,Hexenmeister/Magier 1,Jäger 1",Erkenntnis,,,"Du bist in der Lage, Wissen vom Land selbst zu erhalten.",,,,1,,1,,,1,1,,,,1,,,1,Ausbauregeln III: Völker,19
7683,"<a href=""http://prd.5footstep.de/Permalink?page_id=7683"" target=""_blank"">Schutz der Jahreszeit</a>","Kleriker 4,Jäger 3,Druide 3,Waldläufer 3,Hexenmeister/Magier 3,Schamane 3",Bannzauber,,,"Dieser Zauber nutzt die Kraft der Jahreszeiten, um das Ziel zu schützen und ihm eine Reihe von Boni zu verleihen.",,,,3,,3,,,3,4,,,,3,,3,3,Ausbauregeln III: Völker,19
7691,"<a href=""http://prd.5footstep.de/Permalink?page_id=7691"" target=""_blank"">Feuerspur</a>","Alchemist 3,Kampfmagus 3,Hexenmeister/Magier 3,Blutwüter 3",Verwandlung,,Feuer,Brennbare Flüssigkeit tropft aus deinen Poren auf den Boden und entzündet sich spontan.,3,,,,,3,,3,3,,,,,,3,,,Ausbauregeln III: Völker,107
7692,"<a href=""http://prd.5footstep.de/Permalink?page_id=7692"" target=""_blank"">Modderkugel</a>","Blutwüter 1,Hexe 1,Jäger 1,Druide 1,Kampfmagus 1,Hexenmeister/Magier 1",Beschwörung,,Erde,Du beschwörst einen einzigen Ball aus klebrigen Schlamm und wirfst ihn als Berührungsangriff auf Entfernung auf das Gesicht eines Gegners.,,,,1,1,1,,1,1,,,,,,1,,1,Ausbauregeln III: Völker,107
7693,"<a href=""http://prd.5footstep.de/Permalink?page_id=7693"" target=""_blank"">Zwilling ausspeien</a>","Paktmagier 3,Alchemist 3,Kampfmagus 3,Hexenmeister/Magier 4",Beschwörung,"Teleportation,Erschaffung",,Du spuckst eine widerliche Schlickkopie deiner selbst in ein angrenzendes Feld aus.,3,,,,,4,,3,4,,,3,,,,,,Ausbauregeln III: Völker,107
7712,"<a href=""http://prd.5footstep.de/Permalink?page_id=7712"" target=""_blank"">Blendender Strahl</a>","Inquisitor 3,Kleriker 2,Paladin 2",Hervorrufung,,"Gutes,Licht",Du deckst deine Gegner mit blendenden Sonnenlichtstrahlen ein.,,,,,,,3,,,2,,,2,,,,,Ausbauregeln III: Völker,113
7713,"<a href=""http://prd.5footstep.de/Permalink?page_id=7713"" target=""_blank"">Lebensenergie fokussieren</a>",Kleriker 2,Verwandlung,,,Auf eine Kreatur mit Verbundenheit mit negativer Energie gezaubert erlaubt es der Kreatur positiv fokussierte Energie in Temporäre Trefferpunkte zu konvertieren.,,,,,,,,,,2,,,,,,,,Ausbauregeln III: Völker,113
7714,"<a href=""http://prd.5footstep.de/Permalink?page_id=7714"" target=""_blank"">Schutzzauber gegen Verwandlung in untote Brut</a>","Inquisitor 5,Kleriker 5",Nekromantie,,,Das Ziel wird resistenter gegen die Effekte von Lebenskraft-Entzug und Blut saugende Attacken von untoten Kreaturen.,,,,,,,5,,,5,,,,,,,,Ausbauregeln III: Völker,113
7761,"<a href=""http://prd.5footstep.de/Permalink?page_id=7761"" target=""_blank"">Schmerzhafte Bestrafung</a>","Hexe 3,Inquisitor 3,Kleriker 3,Antipaladin 2",Illusion,Phantom,"Geistesbeeinflussung,Gefühl","Du erzeugst bei Deinem Ziel eine derartige Abneigung, Dich anzugreifen, dass die Tat ihm Schmerz und großes Unwohlsein verursacht.",,2,,,3,,3,,,3,,,,,,,,Ausbauregeln III: Völker,119
7782,"<a href=""http://prd.5footstep.de/Permalink?page_id=7782"" target=""_blank"">Atem Rauben</a>","Blutwüter 2,Barde 2,Jäger 2,Hexe 2,Druide 2,Hexenmeister/Magier 2",Verwandlung,,Luft,"Stehle den Atem aus den Lungen einer Kreatur, verursache Schaden und das Ziel ist unfähig zu Sprechen, Odemwaffen einzusetzen oder Zauber mit verbaler Komponenten zu zaubern.",,,2,2,2,2,,,2,,,,,,2,,2,Ausbauregeln III: Völker,125
7783,"<a href=""http://prd.5footstep.de/Permalink?page_id=7783"" target=""_blank"">Neun Leben</a>","Hexe 8,Kleriker 8",Bannzauber,,,Gibt dem Ziel die Fähigkeit Ärger aus dem Weg zu gehen und befreit von schädlichen Effekten und Zuständen.,,,,,8,,,,,8,,,,,,,,Ausbauregeln III: Völker,125
7805,"<a href=""http://prd.5footstep.de/Permalink?page_id=7805"" target=""_blank"">Fallen verbessern</a>","Hexenmeister/Magier 3,Hexe 3,Jäger 3,Inquisitor 3,Druide 3,Antipaladin 2",Verwandlung,,,"Verbessert ein spezifisches Element dieser Falle, welches beim Wirken des Zaubers ausgewählt wird.",,2,,3,3,3,3,,3,,,,,,,,3,Ausbauregeln III: Völker,131
7839,"<a href=""http://prd.5footstep.de/Permalink?page_id=7839"" target=""_blank"">Blut wittern</a>","Alchemist 3,Hexe 3,Antipaladin 2,Inquisitor 3,Blutwüter 3,Kleriker 3,Jäger 3,Druide 3",Verwandlung,,,"Du verstärkst die Fähigkeit eines Ziels, die Nähe von Blut riechen zu können.",3,2,,3,3,,3,,,3,,,,,3,,3,Ausbauregeln III: Völker,142
7840,"<a href=""http://prd.5footstep.de/Permalink?page_id=7840"" target=""_blank"">Brennendes Blut</a>","Antipaladin 1,Hexe 2,Hexenmeister/Magier 2,Kleriker 2,Blutwüter 2,Alchemist 2,Kampfmagus 2",Verwandlung,,Feuer,"Eine Aura mit 1,50 m Radius, welche das Blut von Kreaturen in diesem Wirkungsbereich bei Luftkontakt entzündet.",2,1,,,2,2,,2,2,2,,,,,2,,,Ausbauregeln III: Völker,143
7841,"<a href=""http://prd.5footstep.de/Permalink?page_id=7841"" target=""_blank"">Das Herz des Feindes</a>","Hexe 2,Kleriker 2,Antipaladin 2",Nekromantie,,"Böses,Tod",&lt;sup&gt;M&lt;/sup&gt; Du schneidest das Herz eines Feindes heraus und verzehrst es. Dabei absorbierst du die Kraft dieses Feindes.,,2,,,2,,,,,2,,,,,,,,Ausbauregeln III: Völker,143
7842,"<a href=""http://prd.5footstep.de/Permalink?page_id=7842"" target=""_blank"">Wächterschädel</a>","Hexe 2,Kleriker 2,Antipaladin 1,Hexenmeister/Magier 2",Nekromantie,,Böses,"&lt;sup&gt;M&lt;/sup&gt;Stellt die Sinne eines abgetrennten Kopfes von einem Humanoiden oder monströsen Humanoiden wieder her, der in den letzten 24 Stunden getötet wurde und erschafft so eine grausige Wache.",,1,,,2,2,,,2,2,,,,,,,,Ausbauregeln III: Völker,143
7864,"<a href=""http://prd.5footstep.de/Permalink?page_id=7864"" target=""_blank"">Fesselnde Erde</a>","Hexe 2,Druide 2,Jäger 2",Verwandlung,,Erde,"Bereiche aus Erde und Stein verhalten sich wie ein schnappender Morast, der das Ziel nach unten zieht und ihm Schaden zufügt, wenn es versucht, sich durch solches Gelände zu bewegen.",,,,2,2,,,,,,,,,,,,2,Ausbauregeln III: Völker,137
7865,"<a href=""http://prd.5footstep.de/Permalink?page_id=7865"" target=""_blank"">Massen-Fesselnde Erde</a>","Hexe 6,Druide 6,Jäger 6",Verwandlung,,Erde,"Dieser Zauber wirkt wie Fesselnde Erde, außer wie oben beschrieben.",,,,6,6,,,,,,,,,,,,6,Ausbauregeln III: Völker,137
7866,"<a href=""http://prd.5footstep.de/Permalink?page_id=7866"" target=""_blank"">Mächtige Faust der Erde</a>","Kleriker 1,Druide 1,Jäger 1",Beschwörung,Erschaffung,Erde,"Du erschaffst einen faustgroßen Stein, der auf den Gegner fliegt.",,,,1,,,,,,1,,,,,,,1,Ausbauregeln III: Völker,137
7867,"<a href=""http://prd.5footstep.de/Permalink?page_id=7867"" target=""_blank"">Steinschild</a>","Hexenmeister/Magier 1,Paktmagier 1,Blutwüter 1,Kleriker 1,Schamane 1,Druide 1,Jäger 1,Kampfmagus 2",Beschwörung,Erschaffung,Erde,"Ein 2,5 cm dicke Steinplatte springt vom Boden hoch und schützt dich.",,,,1,,1,,2,1,1,,1,,,1,1,1,Ausbauregeln III: Völker,137
7868,"<a href=""http://prd.5footstep.de/Permalink?page_id=7868"" target=""_blank"">Zorniges Geröll</a>","Hexenmeister/Magier 3,Barde 3,Blutwüter 3,Hexe 3,Jäger 3,Kleriker 3,Druide 3",Verwandlung,,Erde,"Du belebst einen Bereich voller Geröll und erschaffst so eine gefährliche, rollende Trümmerzone.",,,3,3,3,3,,,3,3,,,,,3,,3,Ausbauregeln III: Völker,137
7941,"<a href=""http://prd.5footstep.de/Permalink?page_id=7941"" target=""_blank"">Höherer Phantomgegenstand</a>",Hexenmeister/Magier 5,Illusion,Einbildung,Geistesbeeinflussung,"Funktioniert wie der Zauber Höhere Erschaffung, außer das das erschaffene Objekt nur halbwirklich ist.",,,,,,5,,,5,,,,,,,,,Ausbauregeln III: Völker,28
7943,"<a href=""http://prd.5footstep.de/Permalink?page_id=7943"" target=""_blank"">Innewohnende Magie aufladen</a>","Jäger 1,Druide 1,Barde 1,Alchemist 1,Hexe 1,Kampfmagus 1,Inquisitor 1,Hexenmeister/Magier 1,Kleriker 1",Verwandlung,,,Du fokussierst magische Energie in deine eigene Aura und lädst deine angeborenen magischen Fähigkeiten auf.,1,,1,1,1,1,1,1,1,1,,,,,,,1,Ausbauregeln III: Völker,29
7944,"<a href=""http://prd.5footstep.de/Permalink?page_id=7944"" target=""_blank"">Niederer Phantomgegenstand</a>",Hexenmeister/Magier 4,Illusion,Einbildung,Geistesbeeinflussung,"Funktioniert wie der Zauber Niedere Erschaffung, außer das das erschaffene Objekt halbwirklich ist.",,,,,,4,,,4,,,,,,,,,Ausbauregeln III: Völker,29
7945,"<a href=""http://prd.5footstep.de/Permalink?page_id=7945"" target=""_blank"">Niederer Traum</a>","Barde 3,Hexe 2,Alchemist 2,Hexenmeister/Magier 3",Illusion,Einbildung,,"Dieser Zauber funktioniert wie der Zauber Traum, außer das der Bote du selbst oder ein berührter Gnom sein muss.",2,,3,,2,3,,,3,,,,,,,,,Ausbauregeln III: Völker,29
7946,"<a href=""http://prd.5footstep.de/Permalink?page_id=7946"" target=""_blank"">Tod von unten</a>","Barde 3,Hexenmeister/Magier 2,Blutwüter 2",Bannzauber,,,Du verleihst dem Ziel einen Ausweichbonus auf seine RK gegen größere Kreaturen.,,,3,,,2,,,2,,,,,,2,,,Ausbauregeln III: Völker,29
7947,"<a href=""http://prd.5footstep.de/Permalink?page_id=7947"" target=""_blank"">Zappelphilipp</a>","Barde 1,Hexenmeister/Magier 2",Illusion,Einbildung,Geistesbeeinflussung,"Lässt das Ziel glauben, von kriechenden, krabbelnden und stechenden Käfern bedeckt zu sein.",,,1,,,2,,,2,,,,,,,,,Ausbauregeln III: Völker,29
7975,"<a href=""http://prd.5footstep.de/Permalink?page_id=7975"" target=""_blank"">Entzündende Berührung</a>","Hexenmeister/Magier 1,Hexe 1,Blutwüter 1,Inquisitor 1,Jäger 1,Druide 1,Kampfmagus 1",Hervorrufung,,Feuer,Das Ziel entzündet sich in einem violetten Ausbruch von Flammen.,,,,1,1,1,1,1,1,,,,,,1,,1,Ausbauregeln III: Völker,148
7976,"<a href=""http://prd.5footstep.de/Permalink?page_id=7976"" target=""_blank"">Feuerkette</a>","Kampfmagus 6,Hexenmeister/Magier 6,Blutwüter 3",Hervorrufung,,Feuer,"Funktioniert wie Kettenblitz, außer das es Feuerschaden verursacht.",,,,,,6,,6,6,,,,,,3,,,Ausbauregeln III: Völker,149
7978,"<a href=""http://prd.5footstep.de/Permalink?page_id=7978"" target=""_blank"">Heilende Wärme</a>","Jäger 4,Inquisitor 4,Kleriker 4,Druide 4,Alchemist 4",Bannzauber,,,Vorübergehende Immunität gegen Feuerschaden wie bei Schutz vor Energien.,4,,,4,,,4,,,4,,,,,,,4,Ausbauregeln III: Völker,149
7979,"<a href=""http://prd.5footstep.de/Permalink?page_id=7979"" target=""_blank"">Sengende Aschegestalt</a>","Alchemist 4,Hexenmeister/Magier 4",Verwandlung,,Feuer,"Funktioniert wie Gasförmige Gestalt, außer das das Ziel zu einem sichtbaren Wirbel aus heißer Asche und Rauch wird.",4,,,,,4,,,4,,,,,,,,,Ausbauregeln III: Völker,149
7980,"<a href=""http://prd.5footstep.de/Permalink?page_id=7980"" target=""_blank"">Totenkerze</a>","Hexe 2,Inquisitor 2,Kleriker 2,Antipaladin 1",Nekromantie,,"Böses,Feuer,Tod","Funktioniert wie Totenglocke, allerdings zauberst du einen kleinen Feuerelementar herbei, der der getöteten Kreatur ähnelt.",,1,,,2,,2,,,2,,,,,,,,Ausbauregeln III: Völker,149
7981,"<a href=""http://prd.5footstep.de/Permalink?page_id=7981"" target=""_blank"">Zorn der Sonne</a>","Hexe 2,Druide 2,Jäger 2",Verwandlung,,"Feuer,Fluch","Du verfluchst das Ziel, unter unerträglicher Hitze zu leiden.",,,,2,2,,,,,,,,,,,,2,Ausbauregeln III: Völker,149
8008,"<a href=""http://prd.5footstep.de/Permalink?page_id=8008"" target=""_blank"">Alchemistische Bastelei</a>","Hexe 1,Kleriker 2,Hexenmeister/Magier 1",Verwandlung,,,Verwandel einen alchemistischen Gegenstand oder eine Feuerwaffe in einen anderen alchemistischen Gegenstand oder eine andere Feuerwaffe desselben oder niedrigeren Preises,,,,,1,1,,,1,2,,,,,,,,Ausbauregeln III: Völker,155
8009,"<a href=""http://prd.5footstep.de/Permalink?page_id=8009"" target=""_blank"">Kränkelnd Machende Schläge</a>","Kampfmagus 3,Antipaladin 2,Hexe 2,Jäger 2,Druide 2,Alchemist 2",Verwandlung,,Krankheit,Du wirst von einer Krankheit erfüllt und jede Kreatur die du triffst könnte kränkeln.,2,2,,2,2,,,3,,,,,,,,,2,Ausbauregeln III: Völker,155
8010,"<a href=""http://prd.5footstep.de/Permalink?page_id=8010"" target=""_blank"">Krankheit verzögern</a>","Alchemist 2,Hexe 1,Paladin 2,Inquisitor 2,Jäger 2,Kleriker 2,Druide 2",Beschwörung,Heilung,,Das Ziel ist vorübergehend immun gegen Krankenheiten.,2,,,2,1,,2,,,2,,,2,,,,2,Ausbauregeln III: Völker,155
8028,"<a href=""http://prd.5footstep.de/Permalink?page_id=8028"" target=""_blank"">Absorbierendes Einatmen</a>","Jäger 4,Druide 4,Alchemist 4,Hexenmeister/Magier 4,Blutwüter 4",Verwandlung,,Luft,"Gas-, Nebel-, Rauch- oder ähnlichen Wolkeneffekt ohne Komplikationen völlig einatmen.",4,,,4,,4,,,4,,,,,,4,,4,Ausbauregeln III: Völker,160
8029,"<a href=""http://prd.5footstep.de/Permalink?page_id=8029"" target=""_blank"">Giftgasförmige Gestalt</a>","Druide 4,Alchemist 4,Hexenmeister/Magier 4,Jäger 4",Verwandlung,,"Gift,Luft","&lt;sup&gt;M&lt;/sup&gt;Funktioniert wie Gasförmige Gestalt, außer das der gasförmige Körper gefährlich für Kreaturen ist, die ihn berühren.",4,,,4,,4,,,4,,,,,,,,4,Ausbauregeln III: Völker,160
8030,"<a href=""http://prd.5footstep.de/Permalink?page_id=8030"" target=""_blank"">Pfad des Windes</a>","Druide 6,Hexenmeister/Magier 6,Jäger 6",Hervorrufung,,Luft,"Du rufst mächtige Winde hervor, die den Weg vor dir klären.",,,,6,,6,,,6,,,,,,,,6,Ausbauregeln III: Völker,160
8031,"<a href=""http://prd.5footstep.de/Permalink?page_id=8031"" target=""_blank"">Windiges Entkommen</a>","Blutwüter 1,Barde 1,Jäger 1,Druide 1,Kampfmagus 1,Hexenmeister/Magier 1",Verwandlung,,Luft,Du antwortest auf einen Angriff in dem du schnell gasförmig und immateriell wirst.,,,1,1,,1,,1,1,,,,,,1,,1,Ausbauregeln III: Völker,161
8032,"<a href=""http://prd.5footstep.de/Permalink?page_id=8032"" target=""_blank"">Windklingen</a>","Jäger 5,Hexe 5,Druide 5,Kampfmagus 5,Hexenmeister/Magier 5",Verwandlung,,Luft,Verhärte die Luft um das Ziel zu unsichtbaren gezackten Klingen.,,,,5,5,5,,5,5,,,,,,,,5,Ausbauregeln III: Völker,161
8033,"<a href=""http://prd.5footstep.de/Permalink?page_id=8033"" target=""_blank"">Wolkengestalt</a>","Druide 4,Hexenmeister/Magier 4,Jäger 4",Verwandlung,,,"Funktioniert wie Gasförmige Gestalt, du nimmst aber die Gestalt einer kolossalen Wolke an.",,,,4,,4,,,4,,,,,,,,4,Ausbauregeln III: Völker,161
8034,"<a href=""http://prd.5footstep.de/Permalink?page_id=8034"" target=""_blank"">Wolkenkugel</a>","Blutwüter 2,Jäger 2,Druide 2,Kampfmagus 2,Hexenmeister/Magier 2",Hervorrufung,,Luft,"Ein wirbelnder Windball rollt in die Richtung, die du ihm weist, und trifft mit großer Kraft auf alle Hindernisse.",,,,2,,2,,2,2,,,,,,2,,2,Ausbauregeln III: Völker,161
8069,"<a href=""http://prd.5footstep.de/Permalink?page_id=8069"" target=""_blank"">Diebesschutz</a>","Hexe 1,Inquisitor 1,Kleriker 1,Hexenmeister/Magier 1",Bannzauber,,,Du schützt ein einzelnes Objekt in deinem Besitz gegen Diebstahl.,,,,,1,1,1,,1,1,,,,,,,,Ausbauregeln III: Völker,167
8070,"<a href=""http://prd.5footstep.de/Permalink?page_id=8070"" target=""_blank"">Mit Vögeln sprechen</a>","Schamane 2,Barde 2,Jäger 1,Hexe 2,Druide 1,Hexenmeister/Magier 2",Erkenntnis,,,Du kannst die Antworten von Vögeln verstehen.,,,2,1,2,2,,,2,,,,,,,2,1,Ausbauregeln III: Völker,167
8071,"<a href=""http://prd.5footstep.de/Permalink?page_id=8071"" target=""_blank"">Winterfedern</a>","Blutwüter 1,Inquisitor 1,Jäger 1,Kleriker 1,Druide 1,Hexenmeister/Magier 1",Bannzauber,,,"Die Federn des Ziels werden dicker und plustern sich auf, um vor der Winterkälte zu schützen.",,,,1,,1,1,,1,1,,,,,1,,1,Ausbauregeln III: Völker,167
8086,"<a href=""http://prd.5footstep.de/Permalink?page_id=8086"" target=""_blank"">Höllenpforte</a>","Hexe 5,Paktmagier 4,Hexenmeister/Magier 5",Beschwörung,Teleportation,Feuer,"Funktioniert wie Dimensionstor, du hinterlässt allerdings eine Feuerexplosion.",,,,,5,5,,,5,,,4,,,,,,Ausbauregeln III: Völker,173
8087,"<a href=""http://prd.5footstep.de/Permalink?page_id=8087"" target=""_blank"">Höllenschlundpeitsche</a>","Hexe 4,Hexenmeister/Magier 4,Blutwüter 4",Verwandlung,,Elektrizität,"Deine Zunge verwandelt sich in eine Energiepeitsche, welche Elektrizitäts-, Feuer- oder Säureschaden verursacht.",,,,,4,4,,,4,,,,,,4,,,Ausbauregeln III: Völker,173
8106,"<a href=""http://prd.5footstep.de/Permalink?page_id=8106"" target=""_blank"">Maridenmeisterschaft</a>","Blutwüter 1,Hexe 1,Jäger 1,Kleriker 1,Druide 1,Hexenmeister/Magier 1",Verwandlung,,Wasser,Das Ziel erhält einen Bonus von +1 auf Angriffs- und Schadenswürfe wenn das Ziel und dessen Gegner Wasser berühren.,,,,1,1,1,,,1,1,,,,,1,,1,Ausbauregeln III: Völker,178
8107,"<a href=""http://prd.5footstep.de/Permalink?page_id=8107"" target=""_blank"">Nereidenanmut</a>","Hexe 1,Druide 1,Jäger 1",Verzauberung,Bezauberung,Geistesbeeinflussung,Du strahlst die überirdische Anmut der Nereiden aus.,,,,1,1,,,,,,,,,,,,1,Ausbauregeln III: Völker,178
8108,"<a href=""http://prd.5footstep.de/Permalink?page_id=8108"" target=""_blank"">Nixenruf</a>","Hexenmeister/Magier 3,Barde 4,Jäger 3,Hexe 3,Paktmagier 4,Druide 3",Verzauberung,Bezauberung,,"Erschafft einen überirdisches und mitreißendes Lieds das verlockend alle herbeiruft, die es hören.",,,4,3,3,3,,,3,,,4,,,,,3,Ausbauregeln III: Völker,178
8109,"<a href=""http://prd.5footstep.de/Permalink?page_id=8109"" target=""_blank"">Undinenfluch</a>","Jäger 1,Hexe 1,Kleriker 1,Druide 1,Hexenmeister/Magier 1",Verwandlung,,Wasser,Das Ziel verliert die natürliche Fähigkeit automatisch zu Atmen.,,,,1,1,1,,,1,1,,,,,,,1,Ausbauregeln III: Völker,179
8128,"<a href=""http://prd.5footstep.de/Permalink?page_id=8128"" target=""_blank"">Inbegriff der Völker</a>","Kampfmagus 4,Hexe 3,Hexenmeister/Magier 3,Kleriker 3,Blutwüter 3,Alchemist 3,Paladin 4",Verwandlung,,,Gibt einen Verbesserungsbonus von +2 auf GE und IN und du wirst behandelt als ob du ein beliebiges Talent besitzt dessen Voraussetzungen du erfüllst.,3,,,,3,3,,4,3,3,,,4,,3,,,Ausbauregeln III: Völker,38
8129,"<a href=""http://prd.5footstep.de/Permalink?page_id=8129"" target=""_blank"">Schlaf des Vergessens</a>","Barde 4,Hexe 4,Hexenmeister/Magier 4",Verzauberung,Zwang,Geistesbeeinflussung,"Wirkt wie Tiefschlaf, betrifft aber nur eine Kreatur mit 10 TW oder weniger.",,,4,,4,4,,,4,,,,,,,,,Ausbauregeln III: Völker,38
8131,"<a href=""http://prd.5footstep.de/Permalink?page_id=8131"" target=""_blank"">Urbane Anmut</a>","Hexenmeister/Magier 1,Barde 1,Jäger 1,Hexe 1,Alchemist 1,Waldläufer 1",Verwandlung,,,"Du wirst eins mit der Stadt, die dich umgibt, was dir erlaubt, dich leichter durch Menschenmengen und Gebäude zu bewegen.",1,,1,,1,1,,,1,,,,,1,,,1,Ausbauregeln III: Völker,38
8132,"<a href=""http://prd.5footstep.de/Permalink?page_id=8132"" target=""_blank"">Vorrat der Widerstandskraft</a>","Hexe 4,Paladin 3,Kampfmagus 3,Hexenmeister/Magier 4",Verwandlung,,,"Erschafft eine magische Quelle der Vergeltung, die der Erschaffer mit hoher Geschwindigkeit freisetzen kann.",,,,,4,4,,3,4,,,,3,,,,,Ausbauregeln III: Völker,39
8193,"<a href=""http://prd.5footstep.de/Permalink?page_id=8193"" target=""_blank"">Geisterwolf</a>","Paktmagier 2,Hexenmeister/Magier 4,Blutwüter 4",Beschwörung,Erschaffung,,"Beschwört eine große, quasireale, wolfsähnliche Kreatur aus wirbelndem, schwarzem Nebel.",,,,,,4,,,4,,,2,,,4,,,Ausbauregeln III: Völker,48
8195,"<a href=""http://prd.5footstep.de/Permalink?page_id=8195"" target=""_blank"">Halbblutextraktion</a>","Hexenmeister/Magier 5,Hexe 5,Jäger 5,Kleriker 5,Druide 5,Alchemist 5",Verwandlung,Gestaltwechsel,,&lt;sup&gt;M&lt;/sup&gt;Du verwandelst den Ziel-Halb-Ork in einen reinblütigen Ork.,5,,,5,5,5,,,5,5,,,,,,,5,Ausbauregeln III: Völker,49
8263,"<a href=""http://prd.5footstep.de/Permalink?page_id=8263"" target=""_blank"">Lied der Mühen</a>",Barde 1,Verzauberung,Zwang,Geistesbeeinflussung,Du startest den Bardenauftritt Lied des Erfolgs.,,,1,,,,,,,,,,,,,,,Ausbauregeln III: Völker,79
8264,"<a href=""http://prd.5footstep.de/Permalink?page_id=8264"" target=""_blank"">Eisenbart</a>","Kleriker 1,Paladin 1,Kampfmagus 1,Antipaladin 1",Verwandlung,,,Lässt einen buschigen Bart aus steifem Eisen im Gesicht eines bereitwilligen Zieles sprießen.,,1,,,,,,1,,1,,,1,,,,,Ausbauregeln III: Völker,79
8265,"<a href=""http://prd.5footstep.de/Permalink?page_id=8265"" target=""_blank"">Bodenhebung</a>","Kleriker 2,Druide 2,Kampfmagus 2,Jäger 2",Verwandlung,,Erde,"Gestattet dem Ziel, den Boden unter ihm sich erheben zu lassen.",,,,2,,,,2,,2,,,,,,,2,Ausbauregeln III: Völker,79
8285,"<a href=""http://prd.5footstep.de/Permalink?page_id=8285"" target=""_blank"">Fluch des Seebären</a>","Hexe 5,Druide 5,Jäger 5",Nekromantie,,Fluch,Belegt ein Ziel mit dem Fluch der aufgewühlten See und lässt es permanent kränkeln.,,,,5,5,,,,,,,,,,,,5,Ausbauregeln III: Völker,69
8286,"<a href=""http://prd.5footstep.de/Permalink?page_id=8286"" target=""_blank"">Schwarzes Mal</a>","Hexe 7,Druide 7",Nekromantie,,"Fluch,Furcht",Wirkt wie ein Mal der Gerechtigkeit.,,,,7,7,,,,,,,,,,,,,Ausbauregeln III: Völker,69
8287,"<a href=""http://prd.5footstep.de/Permalink?page_id=8287"" target=""_blank"">Verständnis verleihen</a>","Hexenmeister/Magier 2,Barde 2,Hexe 2,Inquisitor 2,Kleriker 3",Verzauberung,Zwang,,Das Ziel erhält einen Verständnisbonus von +2 gilt als geübt in einer Fertigkeit in der er mindestens einen Rang hat.,,,2,,2,2,2,,2,3,,,,,,,,Ausbauregeln III: Völker,69
8291,"<a href=""http://prd.5footstep.de/Permalink?page_id=8291"" target=""_blank"">Kampftrance</a>","Waldläufer 3,Hexe 4,Antipaladin 3,Inquisitor 3,Jäger 3,Kleriker 4,Alchemist 3",Verzauberung,Zwang,"Gefühl,Geistesbeeinflussung","Du wirst zu einer vernichtenden Kraft, welche nicht mehr groß nachdenkt.",3,3,,,4,,3,,,4,,,,3,,,3,Ausbauregeln III: Völker,49
8292,"<a href=""http://prd.5footstep.de/Permalink?page_id=8292"" target=""_blank"">Linienbrecher</a>","Kampfmagus 1,Inquisitor 1,Antipaladin 1,Alchemist 1,Jäger 1,Waldläufer 1,Paladin 1",Verwandlung,,,Du erhältst einen Bonus von +6m auf deine Bewegungsrate bei Sturmangriffen und einen +2 Bonus auf die Kampfmanöver Ansturm und Überrennen.,1,1,,,,,1,1,,,,,1,1,,,1,Ausbauregeln III: Völker,49
8293,"<a href=""http://prd.5footstep.de/Permalink?page_id=8293"" target=""_blank"">Zerfleischendes Maul</a>","Kampfmagus 2,Inquisitor 2,Antipaladin 1,Kleriker 2,Jäger 1,Druide 2,Waldläufer 1",Verwandlung,,,"Deine Zähne verlängern sich und werden scharf, dein Mund wird zu einem Rachen voller rasiermesserscharfer Fänge.",,1,,2,,,2,2,,2,,,,1,,,1,Ausbauregeln III: Völker,49
8296,"<a href=""http://prd.5footstep.de/Permalink?page_id=8296"" target=""_blank"">Dorf verschleiern</a>","Barde 5,Hexe 5,Kleriker 5,Hexenmeister/Magier 5",Illusion,Einbildung,Geistesbeeinflussung,"Erschafft eine Illusion über einem Gebiet, um anderen Kreaturen vorzugaukeln, dass es einen Katastrophe gab, die das Gebiet völlig wertlos erscheinen lässt.",,,5,,5,5,,,5,5,,,,,,,,Ausbauregeln III: Völker,58
8297,"<a href=""http://prd.5footstep.de/Permalink?page_id=8297"" target=""_blank"">Furchterweckendes Abbild</a>","Barde 3,Hexe 3,Inquisitor 3,Hexenmeister/Magier 3",Illusion,Einbildung,,Du erschaffst eine größere und weitaus bedrohlichere Version deiner selbst.,,,3,,3,3,3,,3,,,,,,,,,Ausbauregeln III: Völker,58
